num;titel;title_no_number;summary;duration;published
41;My Brother, My Brother and Me 41: Barry Fresh;Barry Fresh;"<p>
<p>This week's episode may lack the level of sophistication you've become accustomed to from our humble internet radio program. We suggest you remove your cumberbund and monocle before listening, lest they rocket off of your body in an act of aristocratic defiance.</p>
<p>Suggested talking points: Boot Knockin', Getting Polyggy With It, Scales and Fins, Goldthwait'd, Beefin', Making Number One, The Ol' N.C. Sweet Potato, 4N</p>
</p>";3409;2011-02-07 15:19:42+00:00
40;My Brother, My Brother and Me 40: Fresh Out of Aardvarks;Fresh Out of Aardvarks;"<p>
<p>In a weird twist, we've decided to spend time this episode to actually provide our listeners with practical advice. You know, things you'll use every day -- like phone etiquette, or tips for naming your Chinchilla breeding business.</p>
<p>Suggested talking points: The Sandiego Slip, Wizard Pizza, PCP Juice, Minus Tephen, Doing the Deed, Vine-Ripened, Chin Deep</p>
</p>";3135;2011-01-31 14:43:14+00:00
39;My Brother, My Brother and Me 39: Peepum's Nastygum;Peepum's Nastygum;"<p>
<p>If the focal points of this episode were represented in stock market terms, then you might want to sell your shares in ""providing any legitimate wisdom or advice,"" and buy up all the ""taking cheap shots at Beverly Hills Chihuahua 2"" that you can get your hands on.</p>
<p>Suggested talking points: Scoop up the Bute, A Little Bit of Zatarain's, Three Snorks, A Musical Mystery, Together/Alone, Grandpa Names, Through the Yarn, That Hudson Heat</p>
</p>";3142;2011-01-24 15:16:32+00:00
38;My Brother, My Brother and Me 38: The Brain Wife;The Brain Wife;"<p>
<p>Steel yourselves, dear listeners: This week's episode is MBMBaM's most important show to date. Not only are there an unprecedented number of special, memory-making moments, but there's also some big, big news revealed in the first few minutes. Don't panic! We would never do anything to hurt you, only things to please you, and we can confidently say these changes are made in the service of the latter.</p>
<p>Suggested talking points: A Brief Big Bad Beetleborgs Phase, The Muffet, Put a Ring Upon It, Urban Legends, On the Wings of Love, Offworlders, Pay it Inward, Corner-Cut Colonoscopy</p>
</p>";3388;2011-01-17 15:47:26+00:00
37;My Brother, My Brother and Me 37: Hickey on my Heart;Hickey on my Heart;"<p>
<p>We back-ack-ack-ack-ack like a heart attack-ack-ack-ack-ack. We're sorry that we missed last week, but hey, distance makes the heart grow fonder. You want us so bad right now, don't you? Well, then, have us. </p>
<p>Suggested talking points: The Gregory Hines Calendar, LUDA, Snorgy, Lovescrooge, Silent Mike/Invisible Darlene, Sleep It, National Bath Safety Month, Pyrokinandre, Tell Me How to Touch You</p>
</p>";3247;2011-01-10 14:27:11+00:00
36;My Brother, My Brother and Me 36: Candlenights;Candlenights;"<p>Between the lack of question submissions, the hurried pace and the general post-Holiday blues, we wouldn't exactly qualify this one as our ""best episode."" We're not sure we'd qualify it as our ""most adequate episode."" Is it our ""worst episode ever?"" That's up to you. ""Most disappointing end-of-year episode?"" Oh, God yes.</p>
<p>Suggested talking points: 95 and Not Alive, Jesus' hat-expanding magic, A wizard of comedy named Patch Adams, metaphorical smudgy sticks, discretion, Kevin James' reversible circumcision</p>";2446;2010-12-27 17:22:09+00:00
35;My Brother, My Brother and Me 35: Teach Me How to Holi-Dougie;Teach Me How to Holi-Dougie;<p>We've got a tight little stocking stuffer for you this week, friends. We're talking about all your different holiday traditions, and we're doing it while trying as hard as we possibly can not to curse. (Except for the first minute or so.) Share it with your loved ones! Thanks to Drew from Toothpaste For Dinner for the fresh intro song. And thanks to JPhonic for the bonus track for premium Appsperience users! And thanks to you, for listening, and being so generally rad. Happy holidays!</p>;3524;2010-12-20 16:50:02+00:00
34;My Brother, My Brother and Me 34: Make it Magic;Make it Magic;<p>Well, you're here, and we're here, so we might as well just do this thing. C'mon. We've only got about 50 minutes to save the world through the power of heartfelt advice, and also the power of saying a bunch of stuff we don't mean.Suggested talking points: Global snow, In Vino Veritas, Still Waters, Fight or Flight, Love Cleanse, Emily Wall Post, Biblebot, The You're Wrong Daily</p>;3177;2010-12-13 14:38:19+00:00
33;My Brother, My Brother and Me 33: Bramblepelt;Bramblepelt;<p>As the temperature drops, your physiological need for wisdom increases exponentially. That's a scientific fact. Warm up your cold, unenlightened bones with a hot flood of genuine ad-vice, why don't you? It's got the rejuvenating heat of a fresh cup of cocoa, only it won't make your mouth feel all gommy after you drink it.Suggested talking points: Creepin', The Even Longer Con, On the DL, Daily Penis Briefing, Have Mercy, Methspresso, A Bad Scene, Troutleap, Friendtimacy</p>;3057;2010-12-06 14:55:00+00:00
32;My Brother, My Brother and Me 32: The Minnesota Pincher;The Minnesota Pincher;<p>Justin was inconsiderate enough to be sick during our usual record day, so the episode's late today. Don't be mad at us. Be mad at Justin's wimpy-ass white blood cells. Also, we hope you had a really fantastic Thanksgiving.Suggested talking points: Prius Promise, raw fire, three bowling date rule, penit pills, OG Water, vigilante parking justice, green packaging</p>;3026;2010-11-29 16:54:00+00:00
31;My Brother, My Brother and Me 31: Husky Eyes;Husky Eyes;<p>You know what? In honor of the holiday that's coming later this week, we're going to use this time to thank you for all the good times you've shared with us over the past seven or so months. You're more than listeners -- you're family. And that means you're invited to the Thanksgiving dinner in our hearts. (But not our houses. Don't be weird.)Suggested talking points: Boyfriend-shaped hole, withering barbs, life begins at stubble, smoochburg, movie terrorists, whippits, teetotaling, the basin</p>;3186;2010-11-22 14:37:55+00:00
30;My Brother, My Brother and Me 30: Dub Step;Dub Step;<p>We're celebrating 30 weeks of non-stop advising (except for those two weeks where we stopped) the only way we know how -- by using our hereditary gifts of gab to help guide the world's lost sheep back to the warm stables of wisdom. Also, we learn a little about ourselves along the way. Also, we inadvertently curse like, a lot. We don't know why, but we're sorry.Suggested talking points: Letters from Ho-o-ome, dead talking furniture, family ties, The Babby with the Dragon Tattoo, a new weekly segment, home movies, Jonas Pleasemoney, Patrick Stewart's boner, fursecution, Reggae Rave</p>;3460;2010-11-15 14:54:00+00:00
29;My Brother, My Brother and Me 29: The Quickening;The Quickening;<p>Fact: 66.6 percent (repeating) of the brothers McElroy were born on this very day, 30 and 27 years ago. This very special episode is a look back on some of the biggest moments of their lives. By which we mean the biggest events of everyone's lives who sent in questions this week, and also some strangers on Yahoo Answers. By which we mean: A regular show.Suggested talking points: Cat on Lap, Sodoko, Mancoon Buscemi, retail Highlander, world's best lover, (emotional waves), Sexual Edge, Good Sun Setting, eureka</p>;3162;2010-11-08 14:41:26+00:00
28;My Brother, My Brother and Me 28: The Bagel Bite Tree;The Bagel Bite Tree;<p>You trying to get your month started off right? We can't think of a better way to do so than to take the next 48 minutes and 13 seconds, and just like, chillax. It's time to coast through the last two months of 2010 on a soothing cloud of brotherly advice.Suggested talking points: The Calm, speed rail lovemaking, cat genitalia-watching, PDA, Lil' Sleepy Jon, pinochle, the Keith Urban series, Bret Michaels' face, the politics of the centipede</p>;2865;2010-11-01 13:25:00+00:00
27;My Brother, My Brother and Me 27: Immersion Therapy;Immersion Therapy;"<p>In this unofficial MBMBaM Halloween Spooktacular, the brothers McElroy turn up the fright meter to ""AAH""-leven, answering a whole mess of eerie queries about ... um, relationships and meeting people and other sad stuff. We guess it's not all that terrifying, unless you consider the fact that we've done this twenty-seven times now to be a little scary.</p>
<p>Suggested talking points: The cleanest hands, hypothetical future-to-present time travel, Jekyll and Bastard, Ja Drool, the nerd void, tapeworm baby, baggin' it</p>";2720;2010-10-25 13:54:23+00:00
26;My Brother, My Brother and Me 26: Bases Loaded;Bases Loaded;<p>The Brothers McElroy have returned to you, dearest listeners, in sickness (Travis and Griffin) and in health (Justin). Through a daze brought along by a poorly thought-out cocktail of coffee and Dayquil, today's episode possesses an entirely unique flavor -- a flavor to savor, if you will.Suggested talking points: Jimmy Facebook, delay of baby, Dr. Money Money, deep heads, in the parker, 14 and loving it, Jesus' battery allergy, brunner</p>;2697;2010-10-18 13:32:19+00:00
25;My Brother, My Brother and Me 25: Freak in the Bedroll;Freak in the Bedroll;"<p>This is a special, special episode, everyone. A very special episode indeed. Not only is it our quarter-of-a-hundred-episode celebration, it's also our first show with the endorsement of world hero, David Hasselhoff. To celebrate, we've got a bunch of free advice, as well as a heartwarming outro from John Palomba. From his guitar, to our hearts, to your ears.</p>
<p>Suggested talking points: Wizard Ani, The Hoff, prison pals, the waxening, treeem, insta-baby, mommy's Cosmos, the fightin' Rachel Dratches</p>";2527;2010-10-11 15:51:00+00:00
24;My Brother, My Brother and Me 24: Hey Hon, How's Your Day;Hey Hon, How's Your Day;<p>It's October, which we all know is the official month of advice, and also pumpkins. Unfortunately, if you've tuned in for a podcast about squash appreciation, you've come to the wrong place. That first thing, though -- that's something we can do something about. Suggested talking points: Oh My Tosh, sexy frumpy dragon, screaming infidelities, baby chain, a torso donation from Kevin Smith, street magic, Mollytalk, coming out</p>;2477;2010-10-04 13:40:35+00:00
23;My Brother, My Brother and Me 23: Dad Stew;Dad Stew;"<p>If you're not listening to this new episode at an official, licensed, ordained MBMBaM listening party, then we're not sure you're getting the full listening experience. Advice podcasts are like tandem bikes -- they don't really work unless two or more people sit on them. We don't know what we're saying anymore.</p>
<p>Suggested talking points: Wolfwhistles, That full-on Sisqo heat, foreverbaby, Now That's What I Call Music, Eye-spiders, balls and everything, guywriting, monkey stomach, maneater</p>";2559;2010-09-27 13:31:50+00:00
22;My Brother, My Brother and Me 22: Lovegoose;Lovegoose;"<p>This week's episode is dedicated to the neverending leadership and heroism exhibited every waking moment by Mr. Matthew McConnaughey. We suggest watching at least two of Mr. McConnaughey's motion pictures as a complimentary experience to this episode. Might we suggest Fools' Gold and Sahara? Or, if you're listening with a loved one, How To Lose a Guy In Ten Days and The Wedding Planner?</p>
<p>Suggested talking points: A constant bongo beat, wassassin, the Geordi contingent, big funeral home, Lolito, beer mall, deep cuts in the boneyard, the elegant curvature</p>";2363;2010-09-20 13:45:00+00:00
21;My Brother, My Brother and Me 21: Drunting;Drunting;"<p>Look, there's one of two ways you can respond to our absence over Labor Day weekend: You can get angry, and demand an apology (which we'll happily give) -- but that's kind of a waste of time, isn't it? Let's go with option two, where we run, teary-eyed, into your arms, like prodigal sons returning to their loving fathers.</p>
<p>Suggested talking points: The cost of labor, get your poke on, dong gnats, in which we sing Wilson Phillips, gender studies, Travis' nightmare diet, MILK, the WikiAnswers experiment, Super Donuts: A Counterpoint</p>";3034;2010-09-13 13:52:20+00:00
20;My Brother, My Brother and Me 20: Super Donuts;Super Donuts;"<p>On this, the twentieth anniversary of our very first collective venture into the terrifying world of podcasting, we bring to you a show that's positively dripping with advice-juice. It's harmless, for the most part, but we wouldn't suggest letting it get on your clothing, or furniture, or your exposed skin.</p>
<p>Suggested talking points: Nicknames, a sticky situation, checkerboard leg hair, Tony Toni Tone, the flannel algorithm, apple babies, Swimfan, double deuce</p>";2581;2010-08-30 15:56:10+00:00
19;My Brother, My Brother and Me 19: Bad Seed;Bad Seed;"<p>Though some might argue that our past few episodes have suffered from a case of the doldrums, this most totally recentest episode is simply chock-full of action. Seriously. If this episode could somehow become a corporeal thing, it would become Tony Jaa, and it would knee all your questions and dilemmas right in their stupid faces.</p>
<p>Suggested talking points: Clean Slate, Don't Let the Joaquins Bite, Black Eyed Prom, Christmas Demands, Google Jones, Too Old For Skinny Jeans, Jimmy Hats, A Movie About a Cafe That Closes, An Answer To Every Question</p>";2407;2010-08-23 14:00:44+00:00
18;My Brother, My Brother and Me 18: PB&C;PB&C;<p>We're back, and arguably better than ever. Well, in the sense that we're a week older and wiser, and now Griffin also has a good mic, and we're telling you, Sally, August is just our month. Not too hot, not too cold. Just the right amount of dryness.Suggested talking points: A beautiful mind, a series of plateaus, hosteohorosis, dominIQUE, wedding krump, a needy crotch, pecking, a fleshy acorn, this big hollow bitch</p>;2773;2010-08-16 13:46:05+00:00
17;My Brother, My Brother and Me 17: Just the Stats, Fats;Just the Stats, Fats;"<p>This week's episode is brought to you in stunning HIGH DEFINITION 360 DEGREE OMEGA-AUDIO, thanks to the acquisition of a new microphone for Travis, paid for by contributions from listeners like you. Assuming, of course, that you bought a T-Shirt or App. We feel the improved quality was the only missing ingredient keeping us from total podcast domination. Well, that and general laziness.</p>
<p>Suggested talking points: The mane event, a touch of slavery, stalker/stalkee, embraces, algebra follies, Bs before Hs, The Biggest Loser, a PSA</p>";2400;2010-08-09 13:55:49+00:00
